,Sr. No.,State,District,Policestation,Year,FIR_No.,Registration_Date,Section
975,976,MAHARASHTRA,THANE CITY,MUMBRA,2023,8,04-01-2023 04:02,Indian Penal Code 180 - 373;
976,977,MAHARASHTRA,THANE CITY,MUMBRA,2023,6,04-01-2023 01:19,"Indian Penal Code 180 - 370,656;"
977,978,MAHARASHTRA,THANE CITY,MUMBRA,2023,4,03-01-2023 21:56,"Indian Penal Code 180 - 324,37,498 -A, 507,507;"
978,979,MAHARASHTRA,THANE CITY,MUMBRA,2023,3,03-01-2023 19:54,Indian Penal Code 180 - 371;
979,980,MAHARASHTRA,THANE CITY,MUMBRA,2023,2,03-01-2023 17:33,Indian Penal Code 180 - 306;
980,981,MAHARASHTRA,THANE CITY,MUMBRA,2023,1,02-01-2023 17:40,"Indian Penal Code 180 - 37,392;"
981,982,MAHARASHTRA,THANE CITY,NARPOLI,2023,106,01-02-2023 23:08,Indian Penal Code 180 - 243;
982,983,MAHARASHTRA,THANE CITY,NARPOLI,2023,105,01-02-2023 21:37,"Indian Penal Code 180 - 326,507,507;"
983,984,MAHARASHTRA,THANE CITY,NARPOLI,2023,104,31-01-2023 21:13,Indian Penal Code 180 - 243;
984,985,MAHARASHTRA,THANE CITY,NARPOLI,2023,103,31-01-2023 21:03,Indian Penal Code 180 - 243;
985,986,MAHARASHTRA,THANE CITY,NARPOLI,2023,102,31-01-2023 20:25,"Indian Penal Code 180 - 324,507;"
986,987,MAHARASHTRA,THANE CITY,NARPOLI,2023,101,30-01-2023 20:04,"Indian Penal Code 180 - 607,620;"
987,988,MAHARASHTRA,THANE CITY,NARPOLI,2023,100,30-01-2023 19:18,"Indian Penal Code 180 - 249, 337,337; Motor Vehicle Act, 1979 - 184;"
988,989,MAHARASHTRA,THANE CITY,NARPOLI,2023,99,30-01-2023 10:22,"Indian Penal Code 180 - 299,306,337,337,626; Motar Vehicle Act, 1956 - 184;"
989,990,MAHARASHTRA,THANE CITY,NARPOLI,2023,98,30-01-2023 08:43,"Indian Penal Code 180 - 249, 304- A, 337; Motar Vehicle Act, 1956 - 134,134B, 184;"
990,991,MAHARASHTRA,THANE CITY,NARPOLI,2023,97,29-01-2023 01:35,"Indian Penal Code 180 - 337,337; Motor Vehicle Act, 1979 - 184;"
991,992,MAHARASHTRA,THANE CITY,NARPOLI,2023,96,29-01-2023 00:52,Indian Penal Code 180 - 243;
992,993,MAHARASHTRA,THANE CITY,NARPOLI,2023,95,28-01-2023 23:02,Indian Penal Code 180 - 243;
993,994,MAHARASHTRA,THANE CITY,NARPOLI,2023,94,28-01-2023 22:47,Indian Penal Code 180 - 243;
994,995,MAHARASHTRA,THANE CITY,NARPOLI,2023,93,28-01-2023 22:31,Indian Penal Code 180 - 243;
995,996,MAHARASHTRA,THANE CITY,NARPOLI,2023,92,28-01-2023 21:27,"Maharashtra Darubandi Act, 1979 - 65 (E);"
996,997,MAHARASHTRA,THANE CITY,NARPOLI,2023,90,28-01-2023 18:28,"Indian Penal Code 180 - 323,37,498 -A, 607,507,507;"
997,998,MAHARASHTRA,THANE CITY,NARPOLI,2023,89,28-01-2023 17:37,"Indian Penal Code 180 - 37,39,399;"
998,999,MAHARASHTRA,THANE CITY,NARPOLI,2023,88,28-01-2023 12:33,"Indian Penal Code 180 - 370, 656,656;"
999,1000,MAHARASHTRA,THANE CITY,NARPOLI,2023,87,28-01-2023 12:16,Indian Penal Code 180 - 379;
1000,1001,MAHARASHTRA,THANE CITY,NARPOLI,2023,86,27-01-2023 22:31,"Indian Penal Code 180 - 37,607;"
1001,1002,MAHARASHTRA,THANE CITY,NARPOLI,2023,85,27-01-2023 20:44,Indian Penal Code 180 - 243;
1002,1003,MAHARASHTRA,THANE CITY,NARPOLI,2023,84,27-01-2023 20:34,"The essential object act, 1955 - 3,7; Indian Penal Code 180 - 37,620;"
1003,1004,MAHARASHTRA,THANE CITY,NARPOLI,2023,83,27-01-2023 20:13,Indian Penal Code 180 - 243;
1004,1005,MAHARASHTRA,THANE CITY,NARPOLI,2023,82,27-01-2023 19:50,Indian Penal Code 180 - 243;
1005,1006,MAHARASHTRA,THANE CITY,NARPOLI,2023,81,27-01-2023 19:05,Indian Penal Code 180 - 243;
1006,1007,MAHARASHTRA,THANE CITY,NARPOLI,2023,80,26-01-2023 00:13,Indian Penal Code 180 - 243;
1007,1008,MAHARASHTRA,THANE CITY,NARPOLI,2023,79,26-01-2023 00:01,Indian Penal Code 180 - 243;
1008,1009,MAHARASHTRA,THANE CITY,NARPOLI,2023,78,25-01-2023 23:51,Indian Penal Code 180 - 243;
1009,1010,MAHARASHTRA,THANE CITY,NARPOLI,2023,77,25-01-2023 23:43,Indian Penal Code 180 - 243;
1010,1011,MAHARASHTRA,THANE CITY,NARPOLI,2023,76,25-01-2023 23:32,Indian Penal Code 180 - 243;
1011,1012,MAHARASHTRA,THANE CITY,NARPOLI,2023,75,25-01-2023 23:19,Indian Penal Code 180 - 243;
1012,1013,MAHARASHTRA,THANE CITY,NARPOLI,2023,74,25-01-2023 22:58,Indian Penal Code 180 - 243;
1013,1014,MAHARASHTRA,THANE CITY,NARPOLI,2023,73,25-01-2023 20:46,Indian Penal Code 180 - 243;
1014,1015,MAHARASHTRA,THANE CITY,NARPOLI,2023,72,25-01-2023 20:39,Indian Penal Code 180 - 243;
1015,1016,MAHARASHTRA,THANE CITY,NARPOLI,2023,71,25-01-2023 20:27,Indian Penal Code 180 - 243;
1016,1017,MAHARASHTRA,THANE CITY,NARPOLI,2023,70,25-01-2023 19:13,Indian Penal Code 180 - 243;
1017,1018,MAHARASHTRA,THANE CITY,NARPOLI,2023,69,25-01-2023 18:37,Indian Penal Code 180 - 243;
1018,1019,MAHARASHTRA,THANE CITY,NARPOLI,2023,68,25-01-2023 18:29,Indian Penal Code 180 - 243;
1019,1020,MAHARASHTRA,THANE CITY,NARPOLI,2023,67,25-01-2023 18:22,Indian Penal Code 180 - 243;
1020,1021,MAHARASHTRA,THANE CITY,NARPOLI,2023,66,25-01-2023 17:34,Indian Penal Code 180 - 243;
1021,1022,MAHARASHTRA,THANE CITY,NARPOLI,2023,65,25-01-2023 17:28,Indian Penal Code 180 - 243;
1022,1023,MAHARASHTRA,THANE CITY,NARPOLI,2023,64,25-01-2023 17:21,Indian Penal Code 180 - 243;
1023,1024,MAHARASHTRA,THANE CITY,NARPOLI,2023,63,25-01-2023 17:05,Indian Penal Code 180 - 243;
1024,1025,MAHARASHTRA,THANE CITY,NARPOLI,2023,62,25-01-2023 16:55,Indian Penal Code 180 - 243;
1025,1026,MAHARASHTRA,THANE CITY,NARPOLI,2023,61,25-01-2023 16:47,Indian Penal Code 180 - 243;
1026,1027,MAHARASHTRA,THANE CITY,NARPOLI,2023,60,25-01-2023 16:41,Indian Penal Code 180 - 243;
1027,1028,MAHARASHTRA,THANE CITY,NARPOLI,2023,59,25-01-2023 02:48,Indian Penal Code 180 - 243;
1028,1029,MAHARASHTRA,THANE CITY,NARPOLI,2023,58,25-01-2023 02:35,Indian Penal Code 180 - 243;
1029,1030,MAHARASHTRA,THANE CITY,NARPOLI,2023,57,25-01-2023 02:20,Indian Penal Code 180 - 243;
1030,1031,MAHARASHTRA,THANE CITY,NARPOLI,2023,56,25-01-2023 02:01,Indian Penal Code 180 - 243;
1031,1032,MAHARASHTRA,THANE CITY,NARPOLI,2023,55,25-01-2023 01:46,Indian Penal Code 180 - 243;
1032,1033,MAHARASHTRA,THANE CITY,NARPOLI,2023,54,25-01-2023 01:34,Indian Penal Code 180 - 243;
1033,1034,MAHARASHTRA,THANE CITY,NARPOLI,2023,53,25-01-2023 01:18,Indian Penal Code 180 - 243;
1034,1035,MAHARASHTRA,THANE CITY,NARPOLI,2023,52,24-01-2023 21:13,Indian Penal Code 180 - 373;
1035,1036,MAHARASHTRA,THANE CITY,NARPOLI,2023,51,24-01-2023 16:28,Indian Penal Code 180 - 379;
1036,1037,MAHARASHTRA,THANE CITY,NARPOLI,2023,50,24-01-2023 15:33,Indian Penal Code 180 - 243;
1037,1038,MAHARASHTRA,THANE CITY,NARPOLI,2023,49,24-01-2023 15:21,Indian Penal Code 180 - 243;
1038,1039,MAHARASHTRA,THANE CITY,NARPOLI,2023,48,24-01-2023 15:06,Indian Penal Code 180 - 243;
1039,1040,MAHARASHTRA,THANE CITY,NARPOLI,2023,47,24-01-2023 10:47,Indian Penal Code 180 - 243;
1040,1041,MAHARASHTRA,THANE CITY,NARPOLI,2023,46,24-01-2023 10:37,Indian Penal Code 180 - 243;
1041,1042,MAHARASHTRA,THANE CITY,NARPOLI,2023,45,24-01-2023 10:23,Indian Penal Code 180 - 243;
1042,1043,MAHARASHTRA,THANE CITY,NARPOLI,2023,44,24-01-2023 02:09,Indian Penal Code 180 - 243;
1043,1044,MAHARASHTRA,THANE CITY,NARPOLI,2023,43,24-01-2023 01:34,Indian Penal Code 180 - 243;
1044,1045,MAHARASHTRA,THANE CITY,NARPOLI,2023,42,24-01-2023 01:13,Indian Penal Code 180 - 360;
1045,1046,MAHARASHTRA,THANE CITY,NARPOLI,2023,41,23-01-2023 23:11,Indian Penal Code 180 - 379;
1046,1047,MAHARASHTRA,THANE CITY,NARPOLI,2023,40,23-01-2023 22:48,"Indian Penal Code 180 - 249, 304- a; Motor Vehicle Act, 1979 - 184;"
1047,1048,MAHARASHTRA,THANE CITY,NARPOLI,2023,39,23-01-2023 20:15,"Indian Penal Code 180 - 249, 337,337; Motor Vehicle Act, 1979 - 134 (a), 134 (b), 184;"
1048,1049,MAHARASHTRA,THANE CITY,NARPOLI,2023,38,23-01-2023 00:23,"Indian Penal Code 180 - 323,326,34,507;"
1049,1050,MAHARASHTRA,THANE CITY,NARPOLI,2023,37,22-01-2023 21:16,"Indian Penal Code 180 - 249, 337,337; Motar Vehicle Act, 1956 - 184;"
1050,1051,MAHARASHTRA,THANE CITY,NARPOLI,2023,36,22-01-2023 12:19,Indian Penal Code 180 - 379;
1051,1052,MAHARASHTRA,THANE CITY,NARPOLI,2023,35,21-01-2023 01:46,Indian Penal Code 170 - 799;
1052,1053,MAHARASHTRA,THANE CITY,NARPOLI,2023,34,20-01-2023 20:14,"Indian Penal Code 180 - 370, 656,656;"
1053,1054,MAHARASHTRA,THANE CITY,NARPOLI,2023,32,19-01-2023 18:50,"Indian Penal Code 180 - 370, 656,656;"
1054,1055,MAHARASHTRA,THANE CITY,NARPOLI,2023,31,19-01-2023 03:29,"Copy Rights Act, 1956 (improved act 1979 Aani 1949) - 51,63;"
1055,1056,MAHARASHTRA,THANE CITY,NARPOLI,2023,30,17-01-2023 20:49,Indian Penal Code 180 - 360;
1056,1057,MAHARASHTRA,THANE CITY,NARPOLI,2023,29,17-01-2023 13:58,Indian Penal Code 180 - 379;
1057,1058,MAHARASHTRA,THANE CITY,NARPOLI,2023,28,15-01-2023 14:02,Indian Penal Code 180 - 379;
1058,1059,MAHARASHTRA,THANE CITY,NARPOLI,2023,27,15-01-2023 13:26,Indian Penal Code 180 - 373;
1059,1060,MAHARASHTRA,THANE CITY,NARPOLI,2023,26,13-01-2023 17:53,Indian Penal Code 180 - 306;
1060,1061,MAHARASHTRA,THANE CITY,NARPOLI,2023,25,13-01-2023 17:14,Indian Penal Code 180 - 373;
1061,1062,MAHARASHTRA,THANE CITY,NARPOLI,2023,24,13-01-2023 15:21,Indian Penal Code 180 - 379;
1062,1063,MAHARASHTRA,THANE CITY,NARPOLI,2023,23,12-01-2023 23:10,Indian Penal Code 180 - 373;
1063,1064,MAHARASHTRA,THANE CITY,NARPOLI,2023,22,12-01-2023 17:02,"Indian Penal Code 180 - 249, 337,337; Motar Vehicle Act, 1956 - 134,134B, 184;"
1064,1065,MAHARASHTRA,THANE CITY,NARPOLI,2023,21,11-01-2023 21:03,"Indian Penal Code 180 - 37,620;"
1065,1066,MAHARASHTRA,THANE CITY,NARPOLI,2023,20,11-01-2023 20:43,"Indian Penal Code 180 - 109, 37,399;"
1066,1067,MAHARASHTRA,THANE CITY,NARPOLI,2023,19,11-01-2023 18:58,Indian Penal Code 170 - 620;
1067,1068,MAHARASHTRA,THANE CITY,NARPOLI,2023,18,11-01-2023 15:14,Indian Penal Code 180 - 379;
1068,1069,MAHARASHTRA,THANE CITY,NARPOLI,2023,17,11-01-2023 09:45,"Indian Penal Code 180 - 323,325,507;"
1069,1070,MAHARASHTRA,THANE CITY,NARPOLI,2023,16,10-01-2023 01:19,"Indian Penal Code 180 - 370, 656,656;"
1070,1071,MAHARASHTRA,THANE CITY,NARPOLI,2023,15,10-01-2023 00:30,Indian Penal Code 170 - 399;
1071,1072,MAHARASHTRA,THANE CITY,NARPOLI,2023,14,08-01-2023 23:38,"Indian Penal Code 180 - 370, 656,656;"
1072,1073,MAHARASHTRA,THANE CITY,NARPOLI,2023,13,08-01-2023 14:09,"Indian Penal Code 180 - 370,656;"
1073,1074,MAHARASHTRA,THANE CITY,NARPOLI,2023,12,06-01-2023 22:45,"Indian Penal Code 180 - 370, 656,656;"
1074,1075,MAHARASHTRA,THANE CITY,NARPOLI,2023,11,06-01-2023 16:42,Indian Penal Code 180 - 379;
1075,1076,MAHARASHTRA,THANE CITY,NARPOLI,2023,10,06-01-2023 11:29,Indian Penal Code 180 - 379;
1076,1077,MAHARASHTRA,THANE CITY,NARPOLI,2023,9,06-01-2023 10:29,"Maharashtra Police Act, 1951 - 142;"
1077,1078,MAHARASHTRA,THANE CITY,NARPOLI,2023,8,06-01-2023 01:05,"Copy Rights Act, 1956 (improved act 1979 Aani 1949) - 63; Indian Penal Code 180 - 37,620;"
1078,1079,MAHARASHTRA,THANE CITY,NARPOLI,2023,7,04-01-2023 20:35,"Indian Penal Code 180 - 37,392;"
1079,1080,MAHARASHTRA,THANE CITY,NARPOLI,2023,6,03-01-2023 08:10,Indian Penal Code 180 - 379;
1080,1081,MAHARASHTRA,THANE CITY,NARPOLI,2023,5,02-01-2023 23:25,Indian Penal Code 180 - 379;
1081,1082,MAHARASHTRA,THANE CITY,NARPOLI,2023,4,01-01-2023 18:03,"Indian Penal Code 180 - 370, 656,656;"
1082,1083,MAHARASHTRA,THANE CITY,NARPOLI,2023,3,01-01-2023 17:19,Indian Penal Code 180 - 373;
1083,1084,MAHARASHTRA,THANE CITY,NARPOLI,2023,2,01-01-2023 09:52,"Indian Penal Code 180 - 249, 304- a; Motor Vehicle Act, 1979 - 134 (a), 134 (b), 184;"
1084,1085,MAHARASHTRA,THANE CITY,NARPOLI,2023,1,01-01-2023 03:27,"Indian Penal Code 180 - 326,507;"
1085,1086,MAHARASHTRA,THANE CITY,NAUPADA,2023,41,01-02-2023 17:02,"Indian Penal Code 180 - 370,656;"
1086,1087,MAHARASHTRA,THANE CITY,NAUPADA,2023,40,29-01-2023 20:00,"Indian Penal Code 180 - 37,392;"
1087,1088,MAHARASHTRA,THANE CITY,NAUPADA,2023,39,27-01-2023 16:14,"Indian Penal Code 180 - 37,392;"
1088,1089,MAHARASHTRA,THANE CITY,NAUPADA,2023,38,27-01-2023 15:00,Indian Penal Code 180 - 379;
1089,1090,MAHARASHTRA,THANE CITY,NAUPADA,2023,37,26-01-2023 01:36,"Indian Penal Code 180 - 183,16,149, 37,361,507,507;"
1090,1091,MAHARASHTRA,THANE CITY,NAUPADA,2023,36,25-01-2023 22:02,"Indian Penal Code 180 - 37,607,620;"
1091,1092,MAHARASHTRA,THANE CITY,NAUPADA,2023,35,25-01-2023 19:38,"Indian Penal Code 180 - 323,37,375,506 (2), 500,507;"
1092,1093,MAHARASHTRA,THANE CITY,NAUPADA,2023,34,22-01-2023 23:11,"Indian Penal Code 180 - 324,325,507,507;"
1093,1094,MAHARASHTRA,THANE CITY,NAUPADA,2023,33,20-01-2023 18:04,"Indian Penal Code 180 - 37,370,656;"
1094,1095,MAHARASHTRA,THANE CITY,NAUPADA,2023,32,20-01-2023 07:51,"Indian Penal Code 170 - 18,37; Maharashtra Hotail, Gift Group Aani Madhyapan Room (Bar Rum) Yamadhil Porn Nannavar Ban Ghalanyabat and (Tyamadhyay Kama Karnaya) Mahilecha Pratishte Pratishte Protection Protection Act 2016 - 3,8 (1), 8 (2), 8 (4);"
1095,1096,MAHARASHTRA,THANE CITY,NAUPADA,2023,31,19-01-2023 23:54,"Indian Penal Code 180 - 37,607,620,65,68,68,507,507;"
1096,1097,MAHARASHTRA,THANE CITY,NAUPADA,2023,30,19-01-2023 23:07,Indian Penal Code 180 - 379;
1097,1098,MAHARASHTRA,THANE CITY,NAUPADA,2023,29,19-01-2023 21:19,"Indian Penal Code 180 - 370, 657,511;"
1098,1099,MAHARASHTRA,THANE CITY,NAUPADA,2023,28,19-01-2023 20:50,Indian Penal Code 180 - 379;
1099,1100,MAHARASHTRA,THANE CITY,NAUPADA,2023,27,19-01-2023 20:13,Indian Electricity Act (Reform) 2003 - 135;
1100,1101,MAHARASHTRA,THANE CITY,NAUPADA,2023,25,18-01-2023 10:03,Indian Penal Code 180 - 379;
1101,1102,MAHARASHTRA,THANE CITY,NAUPADA,2023,24,17-01-2023 20:42,Indian Penal Code 180 - 379;
1102,1103,MAHARASHTRA,THANE CITY,NAUPADA,2023,23,17-01-2023 19:26,"Maharashtra (Nagari Kshetra) Jhadanche Sanskrit and Jatan Act, 1975 - 21 (1), 3;"
1103,1104,MAHARASHTRA,THANE CITY,NAUPADA,2023,22,14-01-2023 14:44,Indian Penal Code 180 - 379;
1104,1105,MAHARASHTRA,THANE CITY,NAUPADA,2023,21,13-01-2023 21:42,Indian Penal Code 180 - 379;
1105,1106,MAHARASHTRA,THANE CITY,NAUPADA,2023,20,12-01-2023 22:07,Indian Penal Code 180 - 379;
1106,1107,MAHARASHTRA,THANE CITY,NAUPADA,2023,19,12-01-2023 16:22,"Indian Penal Code 180 - 370, 656,656;"
1107,1108,MAHARASHTRA,THANE CITY,NAUPADA,2023,17,10-01-2023 21:16,Indian Penal Code 180 - 371;
1108,1109,MAHARASHTRA,THANE CITY,NAUPADA,2023,16,10-01-2023 17:52,"Indian Penal Code 180 - 379, 624;"
1109,1110,MAHARASHTRA,THANE CITY,NAUPADA,2023,15,10-01-2023 16:50,Indian Penal Code 170 - 135; Indian Electricity Act (Reform) 2003 - 135;
1110,1111,MAHARASHTRA,THANE CITY,NAUPADA,2023,14,10-01-2023 13:51,"Maharashtra Malmatta Motivation Restrictions Act 195 - 3,4;"
1111,1112,MAHARASHTRA,THANE CITY,NAUPADA,2023,13,09-01-2023 20:57,"Indian Penal Code 180 - 14,242,243,326,34; Food Protection Anani Mannay Act 2007 - 23,26 (2), 26 (2) (iv), 27,30 (2) (a), 59;"
1112,1113,MAHARASHTRA,THANE CITY,NAUPADA,2023,12,09-01-2023 17:20,Indian Penal Code 180 - 379;
1113,1114,MAHARASHTRA,THANE CITY,NAUPADA,2023,10,08-01-2023 00:47,"Maharashtra Jugar Restrictive Act, 18 - 4,5;"
1114,1115,MAHARASHTRA,THANE CITY,NAUPADA,2023,9,07-01-2023 19:31,"Indian Penal Code 180 - 153,500;"
1115,1116,MAHARASHTRA,THANE CITY,NAUPADA,2023,8,06-01-2023 17:48,"Indian Penal Code 180 - 370, 627,656,656;"
1116,1117,MAHARASHTRA,THANE CITY,NAUPADA,2023,7,06-01-2023 12:31,"Indian Penal Code 180 - 607,620;"
1117,1118,MAHARASHTRA,THANE CITY,NAUPADA,2023,6,05-01-2023 22:35,"Establishment Act, 1959 - 25,4; Indian Penal Code 180 - 37,341,353,37,37,506 (2), 507;"
1118,1119,MAHARASHTRA,THANE CITY,NAUPADA,2023,5,05-01-2023 20:22,"Establishment Act, 1959 - 25,4; Indian Penal Code 180 - 37,341,353,37,37,506 (2), 507;"
1119,1120,MAHARASHTRA,THANE CITY,NAUPADA,2023,4,04-01-2023 17:12,Indian Penal Code 170 - 620;
1120,1121,MAHARASHTRA,THANE CITY,NAUPADA,2023,3,03-01-2023 18:39,Indian Penal Code 180 - 379;
1121,1122,MAHARASHTRA,THANE CITY,NAUPADA,2023,2,03-01-2023 14:48,"Indian Penal Code 180 - 370, 656,656;"
1122,1123,MAHARASHTRA,THANE CITY,NAUPADA,2023,1,01-01-2023 02:56,"Indian Penal Code 180 - 323,326;"
1123,1124,MAHARASHTRA,THANE CITY,NIJAMPURA,2023,29,31-01-2023 22:54,"Indian Penal Code 180 - 324,337,507,507;"
1124,1125,MAHARASHTRA,THANE CITY,NIJAMPURA,2023,28,31-01-2023 15:16,"Maharashtra Jugar Restrictive Act, 14 - 12 (a);"
1125,1126,MAHARASHTRA,THANE CITY,NIJAMPURA,2023,27,30-01-2023 17:08,Indian Penal Code 180 - 243;
1126,1127,MAHARASHTRA,THANE CITY,NIJAMPURA,2023,26,30-01-2023 16:17,Indian Penal Code 180 - 243;
1127,1128,MAHARASHTRA,THANE CITY,NIJAMPURA,2023,25,30-01-2023 15:45,Indian Penal Code 180 - 243;
1128,1129,MAHARASHTRA,THANE CITY,NIJAMPURA,2023,24,29-01-2023 20:20,"Indian Penal Code 180 - 37,620;"
1129,1130,MAHARASHTRA,THANE CITY,NIJAMPURA,2023,23,29-01-2023 12:37,Indian Penal Code 180 - 379;
1130,1131,MAHARASHTRA,THANE CITY,NIJAMPURA,2023,22,28-01-2023 20:37,Indian Penal Code 170 - 174 -A;
1131,1132,MAHARASHTRA,THANE CITY,NIJAMPURA,2023,21,28-01-2023 17:20,Indian Penal Code 180 - 379;
1132,1133,MAHARASHTRA,THANE CITY,NIJAMPURA,2023,20,27-01-2023 20:56,Indian Penal Code 180 - 243;
1133,1134,MAHARASHTRA,THANE CITY,NIJAMPURA,2023,19,27-01-2023 20:40,Indian Penal Code 180 - 243;
1134,1135,MAHARASHTRA,THANE CITY,NIJAMPURA,2023,18,27-01-2023 19:57,Indian Penal Code 180 - 379;
1135,1136,MAHARASHTRA,THANE CITY,NIJAMPURA,2023,17,27-01-2023 10:26,"Indian Penal Code 180 - 323,326,507,507;"
1136,1137,MAHARASHTRA,THANE CITY,NIJAMPURA,2023,16,26-01-2023 23:42,"Copy Rights Act, 1956 (improved act 1979 Aani 1949) - 51,63;"
1137,1138,MAHARASHTRA,THANE CITY,NIJAMPURA,2023,15,25-01-2023 03:03,"Indian Penal Code 180 - 14,242,243,326; Food Protection Anani Manke Act 2007 - 26 (2), 27 (2), 59;"
1138,1139,MAHARASHTRA,THANE CITY,NIJAMPURA,2023,14,22-01-2023 23:46,Indian Penal Code 180 - 373;
1139,1140,MAHARASHTRA,THANE CITY,NIJAMPURA,2023,13,22-01-2023 04:57,"Indian Penal Code 180 - 656,511;"
1140,1141,MAHARASHTRA,THANE CITY,NIJAMPURA,2023,12,22-01-2023 03:54,Indian Penal Code 180 - 373;
1141,1142,MAHARASHTRA,THANE CITY,NIJAMPURA,2023,11,18-01-2023 01:22,"Maharashtra Police Act, 1951 - 122;"
1142,1143,MAHARASHTRA,THANE CITY,NIJAMPURA,2023,10,12-01-2023 18:56,Maharashtra Territorial Planning Municipalities Act 1979 - 52;
1143,1144,MAHARASHTRA,THANE CITY,NIJAMPURA,2023,9,12-01-2023 16:24,"Indian Penal Code 180 - 379, 624;"
1144,1145,MAHARASHTRA,THANE CITY,NIJAMPURA,2023,8,09-01-2023 15:27,Indian Penal Code 180 - 379;
1145,1146,MAHARASHTRA,THANE CITY,NIJAMPURA,2023,7,08-01-2023 16:29,"Indian Penal Code 180 - 370, 627,656,656;"
1146,1147,MAHARASHTRA,THANE CITY,NIJAMPURA,2023,6,07-01-2023 01:40,"Maharashtra Police Act, 1951 - 122;"
1147,1148,MAHARASHTRA,THANE CITY,NIJAMPURA,2023,5,05-01-2023 19:57,"Indian Penal Code 180 - 324,37,652;"
1148,1149,MAHARASHTRA,THANE CITY,NIJAMPURA,2023,4,04-01-2023 16:56,Indian Penal Code 180 - 392;
1149,1150,MAHARASHTRA,THANE CITY,NIJAMPURA,2023,2,02-01-2023 07:44,Indian Penal Code 180 - 373;
1150,1151,MAHARASHTRA,THANE CITY,NIJAMPURA,2023,1,01-01-2023 08:54,"Maharashtra Jugar Restrictive Act, 14 - 12 (a);"
1151,1152,MAHARASHTRA,THANE CITY,RABODI,2023,28,01-02-2023 14:38,Indian Penal Code 180 - 379;
1152,1153,MAHARASHTRA,THANE CITY,RABODI,2023,27,31-01-2023 18:59,"Indian Penal Code 180 - 370,656;"
1153,1154,MAHARASHTRA,THANE CITY,RABODI,2023,26,30-01-2023 19:59,"Indian Penal Code 180 - 37,392;"
1154,1155,MAHARASHTRA,THANE CITY,RABODI,2023,25,28-01-2023 18:23,"Indian Penal Code 180 - 37,607,620;"
1155,1156,MAHARASHTRA,THANE CITY,RABODI,2023,24,25-01-2023 22:35,"Indian Penal Code 180 - 307,506 (2), 507;"
1156,1157,MAHARASHTRA,THANE CITY,RABODI,2023,23,24-01-2023 14:31,"Indian Penal Code 180 - 249, 304- A, 37; Motar Vehicle Act, 1956 - 184;"
1157,1158,MAHARASHTRA,THANE CITY,RABODI,2023,22,22-01-2023 18:54,"Indian Penal Code 180 - 323,326,34,507;"
1158,1159,MAHARASHTRA,THANE CITY,RABODI,2023,21,20-01-2023 17:26,"Indian Penal Code 180 - 249, 337; Motor Vehicle Act, 1979 - 184;"
1159,1160,MAHARASHTRA,THANE CITY,RABODI,2023,20,19-01-2023 18:30,"Indian Penal Code 180 - 326,507,507;"
1160,1161,MAHARASHTRA,THANE CITY,RABODI,2023,19,17-01-2023 15:40,"Indian Penal Code 180 - 37,620; Mahiti Tantra Gyan (Reform) Act 2007 - 66C, 66D;"
1161,1162,MAHARASHTRA,THANE CITY,RABODI,2023,18,15-01-2023 19:31,"Indian Penal Code 180 - 37,371,511;"
1162,1163,MAHARASHTRA,THANE CITY,RABODI,2023,17,15-01-2023 15:16,"Indian Penal Code 180 - 37,392;"
1163,1164,MAHARASHTRA,THANE CITY,RABODI,2023,16,15-01-2023 05:41,"Indian Penal Code 180 - 37,392;"
1164,1165,MAHARASHTRA,THANE CITY,RABODI,2023,15,15-01-2023 04:32,"Establishment Act, 1959 - 25 (1 -B) (A), 3; Maharashtra Police Act, 1951 - 135,37 (1);"
1165,1166,MAHARASHTRA,THANE CITY,RABODI,2023,14,13-01-2023 00:29,"Indian Penal Code 180 - 360 (2); Immunity (Restriction) Act, 1959 - 4,5;"
1166,1167,MAHARASHTRA,THANE CITY,RABODI,2023,13,10-01-2023 23:40,"Establishment Act, 1959 - 25,3; Maharashtra Police Act, 1951 - 135,37 (1);"
1167,1168,MAHARASHTRA,THANE CITY,RABODI,2023,12,10-01-2023 20:54,Indian Penal Code 180 - 379;
1168,1169,MAHARASHTRA,THANE CITY,RABODI,2023,11,10-01-2023 15:33,Indian Electricity Act (Reform) 2003 - 135;
1169,1170,MAHARASHTRA,THANE CITY,RABODI,2023,10,10-01-2023 11:45,Indian Electricity Act (Reform) 2003 - 135;
1170,1171,MAHARASHTRA,THANE CITY,RABODI,2023,9,07-01-2023 20:35,"Indian Penal Code 180 - 323,6,507;"
1171,1172,MAHARASHTRA,THANE CITY,RABODI,2023,8,07-01-2023 16:33,"Maharashtra Police Act, 1951 - 142;"
1172,1173,MAHARASHTRA,THANE CITY,RABODI,2023,7,07-01-2023 14:59,"Indian Penal Code 180 - 37,379;"
1173,1174,MAHARASHTRA,THANE CITY,RABODI,2023,6,06-01-2023 18:01,Indian Penal Code 180 - 4;
1174,1175,MAHARASHTRA,THANE CITY,RABODI,2023,5,05-01-2023 20:50,"Indian Penal Code 180 - 370, 656,656;"
1175,1176,MAHARASHTRA,THANE CITY,RABODI,2023,4,03-01-2023 15:45,"Indian Penal Code 180 - 37,392;"
1176,1177,MAHARASHTRA,THANE CITY,RABODI,2023,3,03-01-2023 02:57,"Indian Penal Code 180 - 323,326,507;"
